496586299
BPHL,3.698315245,3.411503724
GSTM5,0.677832128,0.126841187
LMBRD2,7.717480278,11.93169407
UQCC2,2.623303238,2.048164591
RTTN,2.753784682,2.524789173
TMEM117,1.77940775,0.449269527
MAPKAPK2,7.725763687,3.412326215
IRF3,3.738616588,2.711274783
RAB20,4.430728846,2.902961
UNC79,3.786923765,12.19263864
TTC7B,5.886225141,6.965857705
EFTUD2,6.963860297,10.16444869
TINF2,9.293183381,8.170530645
C7orf31,0.595113102,0.443996771
SELK,6.633966174,10.29650842
PAX8,0.307672686,0.105140259
CD72,2.668912967,0.814144637
CAPZB,11.02074773,7.850069879
ACTL6B,6.484724039,22.57267448
PLIN3,5.037536644,1.278544969
KLRC2,0.848401962,1.31217121
ESCO2,0.65441586,0.207131161
IL1R1,7.082695376,1.199490094
ZC3H18,1.883755247,1.143120134
CBLN4,1.476334769,0.205042
TRIOBP,3.26361157,1.680713664
KPNA4,7.183371639,5.422855504
ADD2,4.514320355,12.39452522
CMTM3,5.466240093,1.973441598
MTMR4,16.74949496,63.49080689
AREG,1.676323474,0.398538604
RCOR2,1.166233784,4.539557679
XCL1,0.921144077,1.622099
TSLP,0.336896365,0.140200271
MTCH2,20.00048403,19.39118901
IBA57-AS1,0.457621387,0.54052415
PEMT,9.756856596,7.149930011
NUP214,2.844529789,1.967877396
S100Z,0.330776268,0.187719508
SLCO2A1,1.567802218,0.796249532
ZNF346,2.523387682,3.799239138
CBX8,2.052709851,4.131207379
PPP2R3B,0.486783827,0.570625241
SLC7A6OS,2.248798838,2.812466157
NCOA1,9.897168352,10.22835791
ASB2,0.639135472,0.570297543
EARS2,3.197277619,3.553158209
CPD,11.53658012,8.217931264
SLC12A2,4.677168465,2.945429176
C19orf40,0.411873771,0.208697811
RUNDC1,1.578441458,2.357221723
QTRTD1,1.523736184,1.165802433
PALM,3.750378248,7.655918801
HNF1A,0.19116961,0.409085748
SF3B2,11.38692808,17.78389053
GREB1,1.958847715,2.735759088
MTFR2,0.300500317,0.196385825
LMNB1,4.421185973,6.888364024
CENPW,0.78865257,0.522672045
PANX2,1.324992966,2.101674886
UBALD2,11.69195148,10.10805526
CLEC3B,23.97668149,5.104941929
DNAJC11,7.43245866,3.710965552
IRAK3,5.331264886,1.041206529
BCS1L,3.757338821,3.647692659
C14orf164,0.145831,0.133338358
SEL1L,13.89497039,15.09669288
PAN2,5.290139937,5.785018953
FAM92A1,2.285416804,1.495350252
PPP1R16A,2.703392278,4.146967658
TUBB1,0.767744462,0.580857
COMMD3,6.30857657,4.728589389
ZNF688,2.243914854,1.514834022
ZBTB25,1.932694974,3.183517274
ATP6V0B,17.79105195,26.02486218
DCUN1D2,2.924160565,3.852293719
PTPRE,4.044764029,1.20972532
FAM71E1,0.567114348,0.963169381
MOXD1,5.417783243,0.203106804
MLF1IP,1.833464709,0.75728966
